Contact RowID|Contact Status|Call Outcome|Call Attempt|Contact Comment|Update By|Upload Status|Error Message
2407221346413|Unsuccess|System Conect|1||AUNJAIBOT||
2407221389742|Unsuccess|System Conect|1||AUNJAIBOT||
2407221388325|Unsuccess|System Conect|4||AUNJAIBOT||
2407093461856|Unsuccess|System Conect|4||AUNJAIBOT||
2407081144563|Unsuccess|System Conect|1||AUNJAIBOT||
2407221389655|Unsuccess|System Conect|3||AUNJAIBOT||
2407221345343|Unsuccess|System Conect|2||AUNJAIBOT||
2407081143956|Unsuccess|System Conect|1||AUNJAIBOT||
2407093459056|Success SMS||5||AUNJAIBOT||
2407221345223|Unsuccess|System Conect|2||AUNJAIBOT||
2407093460115|Unsuccess|System Conect|3||AUNJAIBOT||
2407081142198|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|3||AUNJAIBOT||
2407221389744|Unsuccess|System Conect|3||AUNJAIBOT||
2407221346371|Unsuccess|System Conect|3||AUNJAIBOT||
2407221389203|Unsuccess|System Conect|3||AUNJAIBOT||
2407221346239|Unsuccess|System Conect|3||AUNJAIBOT||
2407221388526|Unsuccess|System Conect|3||AUNJAIBOT||
2407221387046|Unsuccess|System Conect|1||AUNJAIBOT||
2407221386873|Unsuccess|System Conect|1||AUNJAIBOT||
2407081144004|Success SMS||5||AUNJAIBOT||
2407081143091|Success SMS||5||AUNJAIBOT||
2407081143968|Success SMS||5||AUNJAIBOT||
2407221346199|Unsuccess|System Conect|3||AUNJAIBOT||
2407221389081|Unsuccess|System Conect|3||AUNJAIBOT||
2407081146395|Unsuccess|System Conect|1||AUNJAIBOT||
2407093464475|Success SMS||5||AUNJAIBOT||
2407093465197|Success SMS||5||AUNJAIBOT||
2407071157091|Success SMS||5||AUNJAIBOT||
2407221388117|Unsuccess|System Conect|1||AUNJAIBOT||
2407221345296|Unsuccess|System Conect|4||AUNJAIBOT||
2407221345827|Unsuccess|System Conect|4||AUNJAIBOT||
2407221387012|Unsuccess|System Conect|1||AUNJAIBOT||
2407221386809|Unsuccess|System Conect|3||AUNJAIBOT||
2407093460687|Success SMS||5||AUNJAIBOT||
2407093460571|Unsuccess|System Conect|2||AUNJAIBOT||
2407093460736|Unsuccess|System Conect|4||AUNJAIBOT||
2407221346435|Unsuccess|System Conect|1||AUNJAIBOT||
2407093459729|Success SMS||5||AUNJAIBOT||
2407093460711|Unsuccess|System Conect|4||AUNJAIBOT||
2407093465490|Success|Voice Aileen - ลูกค้าวางสายก่อนยืนยันข้อมูล|4||AUNJAIBOT||
2407081145060|Success|Voice Aileen - ลูกค้าวางสายก่อนยืนยันข้อมูล|5||AUNJAIBOT||
2407221387578|Unsuccess|System Conect|1||AUNJAIBOT||
2407221389541|Success SMS||5||AUNJAIBOT||
2407221387632|Success SMS||5||AUNJAIBOT||
2407081144685|Success SMS||5||AUNJAIBOT||
2407221388990|Unsuccess|System Conect|2||AUNJAIBOT||
2407081144053|Success SMS||5||AUNJAIBOT||
2407221389003|Unsuccess|System Conect|2||AUNJAIBOT||
2407071159305|Success SMS||5||AUNJAIBOT||
2407071159758|Success SMS||5||AUNJAIBOT||
2407071160475|Success SMS||5||AUNJAIBOT||
2407081144640|Success SMS||5||AUNJAIBOT||
2407221389645|Unsuccess|System Conect|2||AUNJAIBOT||
2407093461595|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|5||AUNJAIBOT||
2407071156852|Success SMS||5||AUNJAIBOT||
2407221390666|Unsuccess|System Conect|3||AUNJAIBOT||
2407081145575|Unsuccess|System Conect|3||AUNJAIBOT||
2407081145002|Unsuccess|System Conect|3||AUNJAIBOT||
2407081147244|Success SMS||5||AUNJAIBOT||
2407231048009|Unsuccess|System Conect|3||AUNJAIBOT||
2407071160877|Success SMS||5||AUNJAIBOT||
2407071161424|Success SMS||5||AUNJAIBOT||
2407071160909|Success SMS||5||AUNJAIBOT||
2407231048034|Unsuccess|System Conect|3||AUNJAIBOT||
2407231047393|Unsuccess|System Conect|2||AUNJAIBOT||
2407231048485|Unsuccess|System Conect|2||AUNJAIBOT||
2407081146136|Success SMS||5||AUNJAIBOT||
2407093464655|Success SMS||5||AUNJAIBOT||
2407081145138|Success SMS||5||AUNJAIBOT||
2407071161003|Success SMS||5||AUNJAIBOT||
2407081144377|Success SMS||5||AUNJAIBOT||
2407081142637|Unsuccess|System Conect|4||AUNJAIBOT||
2407081142821|Unsuccess|System Conect|4||AUNJAIBOT||
2407081144465|Unsuccess|System Conect|3||AUNJAIBOT||
2407081147045|Success|Voice Aileen - ลูกค้าวางสายก่อนยืนยันข้อมูล|4||AUNJAIBOT||
2407081145814|Success SMS||5||AUNJAIBOT||
2407093464447|Unsuccess|System Conect|3||AUNJAIBOT||
2407071157032|Success SMS||5||AUNJAIBOT||
2407093465703|Success SMS||5||AUNJAIBOT||
2407231048545|Unsuccess|System Conect|4||AUNJAIBOT||
2407081146803|Unsuccess|System Conect|1||AUNJAIBOT||
2407093461553|Success SMS||5||AUNJAIBOT||
2407081145492|Success SMS||5||AUNJAIBOT||
2407081144628|Unsuccess|System Conect|4||AUNJAIBOT||
2407081144978|Unsuccess|System Conect|4||AUNJAIBOT||
2407093461123|Success SMS||5||AUNJAIBOT||
2407093464297|Unsuccess|System Conect|1||AUNJAIBOT||
2407071159123|Success SMS||5||AUNJAIBOT||
2407071157204|Success SMS||5||AUNJAIBOT||
2407093464353|Success SMS||5||AUNJAIBOT||
2407093462528|Success SMS||5||AUNJAIBOT||
2407093461494|Unsuccess|System Conect|1||AUNJAIBOT||
2407081146430|Success SMS||5||AUNJAIBOT||
2407093464840|Success SMS||5||AUNJAIBOT||
2407093464395|Success SMS||5||AUNJAIBOT||
2407093465451|Unsuccess|System Conect|4||AUNJAIBOT||
2407093462078|Success SMS||5||AUNJAIBOT||
2407081147659|Unsuccess|System Conect|3||AUNJAIBOT||
2407081146630|Success SMS||5||AUNJAIBOT||
2407081145500|Unsuccess|System Conect|3||AUNJAIBOT||
2407081145812|Success SMS||5||AUNJAIBOT||
2407071157513|Success SMS||5||AUNJAIBOT||
2407231048425|Unsuccess|System Conect|1||AUNJAIBOT||
2407093465969|Unsuccess|System Conect|1||AUNJAIBOT||
2407081152916|Success SMS||5||AUNJAIBOT||
2407071160476|Success SMS||5||AUNJAIBOT||
2407081147222|Success SMS||5||AUNJAIBOT||
2407093461810|Success SMS||5||AUNJAIBOT||
2407093462091|Success SMS||5||AUNJAIBOT||
2407071157642|Success SMS||5||AUNJAIBOT||
2407093460775|Unsuccess|System Conect|4||AUNJAIBOT||
2407081147066|Success SMS||5||AUNJAIBOT||
2407221390285|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|2||AUNJAIBOT||
2407081152454|Unsuccess|System Conect|2||AUNJAIBOT||
2407081149465|Unsuccess|System Conect|4||AUNJAIBOT||
2407071160669|Unsuccess|System Conect|4||AUNJAIBOT||
2407231047476|Success SMS||5||AUNJAIBOT||
2407093462511|Success SMS||5||AUNJAIBOT||
2407093463790|Unsuccess|System Conect|4||AUNJAIBOT||
2407081151488|Success SMS||5||AUNJAIBOT||
2407093468777|Success SMS||5||AUNJAIBOT||
2407231048446|Success SMS||5||AUNJAIBOT||
2407071160133|Unsuccess|System Conect|4||AUNJAIBOT||
2407093462518|Unsuccess|System Conect|2||AUNJAIBOT||
2407093462734|Unsuccess|System Conect|4||AUNJAIBOT||
2407071156974|Unsuccess|System Conect|4||AUNJAIBOT||
2407071157072|Success SMS||5||AUNJAIBOT||
2407071156969|Success SMS||5||AUNJAIBOT||
2407093462660|Success SMS||5||AUNJAIBOT||
2407093463714|Unsuccess|System Conect|4||AUNJAIBOT||
2407093465202|Success SMS||5||AUNJAIBOT||
2407071157525|Success SMS||5||AUNJAIBOT||
2407071157448|Unsuccess|System Conect|3||AUNJAIBOT||
2407071156702|Success SMS||5||AUNJAIBOT||
2407093464784|Success SMS||5||AUNJAIBOT||
2407093465069|Success SMS||5||AUNJAIBOT||
2407221390552|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|2||AUNJAIBOT||
2407231048753|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|3||AUNJAIBOT||
2407221390235|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|1||AUNJAIBOT||
2407071160846|Success SMS||5||AUNJAIBOT||
2407081149351|Unsuccess|System Conect|4||AUNJAIBOT||
2407071160856|Success SMS||5||AUNJAIBOT||
2407221390064|Success SMS||5||AUNJAIBOT||
2407081148959|Success SMS||5||AUNJAIBOT||
2407231048974|Unsuccess|System Conect|1||AUNJAIBOT||
2407231048039|Unsuccess|System Conect|3||AUNJAIBOT||
2407231048877|Unsuccess|System Conect|4||AUNJAIBOT||
2407231049412|Unsuccess|System Conect|3||AUNJAIBOT||
2407071164847|Success SMS||5||AUNJAIBOT||
2407231048843|Unsuccess|System Conect|2||AUNJAIBOT||
2407081150362|Unsuccess|System Conect|3||AUNJAIBOT||
2407071160009|Unsuccess|System Conect|3||AUNJAIBOT||
2407071159147|Unsuccess|System Conect|4||AUNJAIBOT||
2407221390563|Unsuccess|System Conect|1||AUNJAIBOT||
2407071160631|Success SMS||5||AUNJAIBOT||
2407093465747|Success SMS||5||AUNJAIBOT||
2407071157558|Success SMS||5||AUNJAIBOT||
2407081149862|Success Closure|Voice Aileen - ลูกค้าตอบรับ|5||AUNJAIBOT||
2407093465897|Unsuccess|System Conect|3||AUNJAIBOT||
2407231048964|Unsuccess|System Conect|2||AUNJAIBOT||
2407081148705|Success SMS||5||AUNJAIBOT||
2407231048415|Unsuccess|System Conect|3||AUNJAIBOT||
2407231048441|Unsuccess|System Conect|2||AUNJAIBOT||
2407071160836|Success SMS||5||AUNJAIBOT||
2407231048135|Unsuccess|System Conect|4||AUNJAIBOT||
2407071166706|Success SMS||5||AUNJAIBOT||
2407231047410|Unsuccess|System Conect|1||AUNJAIBOT||
2407231048976|Unsuccess|System Conect|1||AUNJAIBOT||
2407081148090|Unsuccess|System Conect|4||AUNJAIBOT||
2407081151821|Success SMS||5||AUNJAIBOT||
2407081149401|Success SMS||5||AUNJAIBOT||
2407231048141|Unsuccess|System Conect|2||AUNJAIBOT||
2407231047993|Unsuccess|System Conect|2||AUNJAIBOT||
2407231048047|Unsuccess|System Conect|1||AUNJAIBOT||
2407071159672|Success SMS||5||AUNJAIBOT||
2407071159130|Success SMS||5||AUNJAIBOT||
2407071159687|Unsuccess|System Conect|4||AUNJAIBOT||
2407071160287|Success SMS||5||AUNJAIBOT||
2407071160839|Success SMS||5||AUNJAIBOT||
2407231048570|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|4||AUNJAIBOT||
2407081152103|Success SMS||5||AUNJAIBOT||
2407093470093|Unsuccess|System Conect|4||AUNJAIBOT||
2407071161473|Success SMS||5||AUNJAIBOT||
2407081151934|Success SMS||5||AUNJAIBOT||
2407071165317|Unsuccess|System Conect|1||AUNJAIBOT||
2407093467181|Success SMS||5||AUNJAIBOT||
2407081147785|Success SMS||5||AUNJAIBOT||
2407231048742|Unsuccess|System Conect|3||AUNJAIBOT||
2407231048876|Unsuccess|System Conect|3||AUNJAIBOT||
2407231048763|Unsuccess|System Conect|3||AUNJAIBOT||
2407081149417|Unsuccess|System Conect|4||AUNJAIBOT||
2407231048871|Unsuccess|System Conect|4||AUNJAIBOT||
2407093466082|Unsuccess|System Conect|2||AUNJAIBOT||
2407231047451|Unsuccess|System Conect|1||AUNJAIBOT||
2407093469553|Success|Voice Aileen - ลูกค้าวางสายก่อนยืนยันข้อมูล|5||AUNJAIBOT||
2407231049551|Success SMS||5||AUNJAIBOT||
2407093469810|Success SMS||5||AUNJAIBOT||
2407081148391|Unsuccess|System Conect|4||AUNJAIBOT||
2407081153299|Unsuccess|System Conect|3||AUNJAIBOT||
2407081154315|Success SMS||5||AUNJAIBOT||
2407081154478|Success SMS||5||AUNJAIBOT||
2407093468426|Unsuccess|System Conect|3||AUNJAIBOT||
2407081149679|Success SMS||5||AUNJAIBOT||
2407071165642|Success SMS||5||AUNJAIBOT||
2407081147928|Success SMS||5||AUNJAIBOT||
2407231049069|Unsuccess|System Conect|1||AUNJAIBOT||
2407081150366|Unsuccess|System Conect|4||AUNJAIBOT||
2407231049151|Unsuccess|System Conect|1||AUNJAIBOT||
2407081147970|Success SMS||5||AUNJAIBOT||
2407081150547|Success SMS||5||AUNJAIBOT||
2407081151181|Unsuccess|System Conect|3||AUNJAIBOT||
2407093466529|Unsuccess|System Conect|4||AUNJAIBOT||
2407081151221|Success SMS||5||AUNJAIBOT||
2407081152095|Success SMS||5||AUNJAIBOT||
2407231049020|Unsuccess|System Conect|1||AUNJAIBOT||
2407231048914|Unsuccess|System Conect|3||AUNJAIBOT||
2407081149430|Success SMS||5||AUNJAIBOT||
2407231049120|Unsuccess|System Conect|4||AUNJAIBOT||
2407081149095|Unsuccess|System Conect|3||AUNJAIBOT||
2407081151150|Unsuccess|System Conect|3||AUNJAIBOT||
2407093466065|Success SMS||5||AUNJAIBOT||
2407081150372|Success SMS||5||AUNJAIBOT||
2407081157449|Success SMS||5||AUNJAIBOT||
2407081157619|Unsuccess|System Conect|2||AUNJAIBOT||
2407071168748|Unsuccess|System Conect|3||AUNJAIBOT||
2407071168401|Success SMS||5||AUNJAIBOT||
2407093467425|Unsuccess|System Conect|3||AUNJAIBOT||
2407093466214|Success SMS||5||AUNJAIBOT||
2407093469474|Success SMS||5||AUNJAIBOT||
2407081151403|Unsuccess|System Conect|4||AUNJAIBOT||
2407081152351|Success SMS||5||AUNJAIBOT||
2407093465872|Success SMS||5||AUNJAIBOT||
2407081151477|Unsuccess|System Conect|4||AUNJAIBOT||
2407081150388|Unsuccess|System Conect|3||AUNJAIBOT||
2407081152787|Unsuccess|System Conect|4||AUNJAIBOT||
2407093465996|Success SMS||5||AUNJAIBOT||
2407093466460|Unsuccess|System Conect|4||AUNJAIBOT||
2407081150148|Unsuccess|System Conect|4||AUNJAIBOT||
2407071163755|Unsuccess|System Conect|3||AUNJAIBOT||
2407081152031|Unsuccess|System Conect|3||AUNJAIBOT||
2407231050088|Success|Voice Aileen - ลูกค้าวางสายก่อนยืนยันข้อมูล|2||AUNJAIBOT||
2407093469717|Unsuccess|System Conect|4||AUNJAIBOT||
2407071167330|Success SMS||5||AUNJAIBOT||
2407231049622|Success SMS||5||AUNJAIBOT||
2407231091179|Unsuccess|System Conect|3||AUNJAIBOT||
2407231049827|Success SMS||5||AUNJAIBOT||
2407093470025|Success SMS||5||AUNJAIBOT||
2407071173690|Unsuccess|System Conect|4||AUNJAIBOT||
2407081156418|Unsuccess|System Conect|3||AUNJAIBOT||
2407071167312|Success SMS||5||AUNJAIBOT||
2407231049675|Unsuccess|System Conect|3||AUNJAIBOT||
2407231050226|Unsuccess|System Conect|1||AUNJAIBOT||
2407093469773|Success SMS||5||AUNJAIBOT||
2407093466677|Success SMS||5||AUNJAIBOT||
2407093468491|Success SMS||5||AUNJAIBOT||
2407093469445|Success SMS||5||AUNJAIBOT||
2407093468649|Success SMS||5||AUNJAIBOT||
2407093468758|Success SMS||5||AUNJAIBOT||
2407093468727|Success SMS||5||AUNJAIBOT||
2407093466754|Success SMS||5||AUNJAIBOT||
2407093468634|Unsuccess|System Conect|4||AUNJAIBOT||
2407093467530|Success SMS||5||AUNJAIBOT||
2407071161547|Unsuccess|System Conect|4||AUNJAIBOT||
2407093468686|Success SMS||5||AUNJAIBOT||
2407093470036|Unsuccess|System Conect|4||AUNJAIBOT||
2407231049530|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|4||AUNJAIBOT||
2407231050272|Success|Voice Aileen - ลูกค้าวางสายก่อนยืนยันข้อมูล|4||AUNJAIBOT||
2407231051166|Unsuccess|System Conect|4||AUNJAIBOT||
2407071161567|Unsuccess|System Conect|3||AUNJAIBOT||
2407231050062|Unsuccess|System Conect|3||AUNJAIBOT||
2407071165011|Success SMS||5||AUNJAIBOT||
2407071162128|Unsuccess|System Conect|2||AUNJAIBOT||
2407231050603|Unsuccess|System Conect|3||AUNJAIBOT||
2407081156522|Success SMS||5||AUNJAIBOT||
2407081155243|Success SMS||5||AUNJAIBOT||
2407081155048|Success SMS||5||AUNJAIBOT||
2407231049587|Unsuccess|System Conect|4||AUNJAIBOT||
2407071161702|Unsuccess|System Conect|4||AUNJAIBOT||
2407071161913|Unsuccess|System Conect|4||AUNJAIBOT||
2407071161645|Success SMS||5||AUNJAIBOT||
2407231049419|Success SMS||5||AUNJAIBOT||
2407231049320|Unsuccess|System Conect|4||AUNJAIBOT||
2407071163784|Unsuccess|System Conect|3||AUNJAIBOT||
2407231049336|Unsuccess|System Conect|1||AUNJAIBOT||
2407071162976|Unsuccess|System Conect|4||AUNJAIBOT||
2407231050262|Unsuccess|System Conect|2||AUNJAIBOT||
2407071163870|Success SMS||5||AUNJAIBOT||
2407093467366|Success SMS||5||AUNJAIBOT||
2407093467511|Unsuccess|System Conect|4||AUNJAIBOT||
2407093468059|Success SMS||5||AUNJAIBOT||
2407081157209|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|1||AUNJAIBOT||
2407071165943|Unsuccess|System Conect|1||AUNJAIBOT||
2407071166588|Success SMS||5||AUNJAIBOT||
2407081155900|Unsuccess|System Conect|3||AUNJAIBOT||
2407081156593|Unsuccess|System Conect|4||AUNJAIBOT||
2407093473171|Unsuccess|System Conect|4||AUNJAIBOT||
2407093472598|Success SMS||5||AUNJAIBOT||
2407071166049|Success SMS||5||AUNJAIBOT||
2407081161369|Success SMS||5||AUNJAIBOT||
2407071167963|Success SMS||5||AUNJAIBOT||
2407231091225|Unsuccess|System Conect|4||AUNJAIBOT||
2407231050039|Unsuccess|System Conect|2||AUNJAIBOT||
2407071164495|Success SMS||5||AUNJAIBOT||
2407071166085|Unsuccess|System Conect|4||AUNJAIBOT||
2407071165916|Success SMS||5||AUNJAIBOT||
2407231049866|Unsuccess|System Conect|4||AUNJAIBOT||
2407071167177|Success SMS||5||AUNJAIBOT||
2407071162289|Success SMS||5||AUNJAIBOT||
2407071164332|Success SMS||5||AUNJAIBOT||
2407071161866|Success SMS||5||AUNJAIBOT||
2407231049250|Unsuccess|System Conect|2||AUNJAIBOT||
2407071172109|Success SMS||5||AUNJAIBOT||
2407071169859|Unsuccess|System Conect|3||AUNJAIBOT||
2407071171206|Unsuccess|System Conect|4||AUNJAIBOT||
2407231050895|Unsuccess|System Conect|2||AUNJAIBOT||
2407231050727|Unsuccess|System Conect|1||AUNJAIBOT||
2407071167827|Success SMS||5||AUNJAIBOT||
2407231050879|Unsuccess|System Conect|1||AUNJAIBOT||
2407071171153|Success SMS||5||AUNJAIBOT||
2407093470884|Success SMS||5||AUNJAIBOT||
2407081162850|Success SMS||5||AUNJAIBOT||
2407081156516|Unsuccess|System Conect|3||AUNJAIBOT||
2407231050740|Unsuccess|System Conect|4||AUNJAIBOT||
2407231050191|Unsuccess|System Conect|1||AUNJAIBOT||
2407231050063|Unsuccess|System Conect|1||AUNJAIBOT||
2407071167270|Unsuccess|System Conect|4||AUNJAIBOT||
2407071167434|Success SMS||5||AUNJAIBOT||
2407071167365|Unsuccess|System Conect|4||AUNJAIBOT||
2407231050222|Unsuccess|System Conect|4||AUNJAIBOT||
2407231050642|Success SMS||5||AUNJAIBOT||
2407231050683|Unsuccess|System Conect|4||AUNJAIBOT||
2407071167717|Success SMS||5||AUNJAIBOT||
2407071167660|Unsuccess|System Conect|4||AUNJAIBOT||
2407231091211|Unsuccess|System Conect|2||AUNJAIBOT||
2407231050610|Unsuccess|System Conect|2||AUNJAIBOT||
2407081156846|Success SMS||5||AUNJAIBOT||
2407071173073|Success SMS||5||AUNJAIBOT||
2407081155598|Unsuccess|System Conect|1||AUNJAIBOT||
2407071167810|Success SMS||5||AUNJAIBOT||
2407071169679|Unsuccess|System Conect|3||AUNJAIBOT||
2407081157565|Success SMS||5||AUNJAIBOT||
2407231092113|Unsuccess|System Conect|4||AUNJAIBOT||
2407231092566|Unsuccess|System Conect|2||AUNJAIBOT||
2407231092891|Unsuccess|System Conect|2||AUNJAIBOT||
2407081155880|Unsuccess|System Conect|2||AUNJAIBOT||
2407093471312|Unsuccess|System Conect|4||AUNJAIBOT||
2407231091245|Unsuccess|System Conect|1||AUNJAIBOT||
2407231092061|Unsuccess|System Conect|3||AUNJAIBOT||
2407231091960|Unsuccess|System Conect|1||AUNJAIBOT||
2407081157026|Unsuccess|System Conect|4||AUNJAIBOT||
2407071171677|Success SMS||5||AUNJAIBOT||
2407081155218|Success SMS||5||AUNJAIBOT||
2407081153438|Unsuccess|System Conect|3||AUNJAIBOT||
2407081156308|Unsuccess|System Conect|4||AUNJAIBOT||
2407081153454|Success SMS||5||AUNJAIBOT||
2407081156088|Success SMS||5||AUNJAIBOT||
2407081156453|Unsuccess|System Conect|4||AUNJAIBOT||
2407081154307|Unsuccess|System Conect|3||AUNJAIBOT||
2407081153453|Success SMS||5||AUNJAIBOT||
2407081157279|Success SMS||5||AUNJAIBOT||
2407081154174|Success SMS||5||AUNJAIBOT||
2407071174799|Unsuccess|System Conect|1||AUNJAIBOT||
2407081153185|Success SMS||5||AUNJAIBOT||
2407093474372|Success|Voice Aileen ไม่ตอบรับ - ลูกค้าไม่สนใจแพ็กเกจ|5||AUNJAIBOT||
2407081157965|Success Closure|Voice Aileen - ลูกค้าตอบรับ|5||AUNJAIBOT||
2407093472502|Success SMS||5||AUNJAIBOT||
2407093472419|Success SMS||5||AUNJAIBOT||
2407093473557|Success SMS||5||AUNJAIBOT||
2407093471256|Success SMS||5||AUNJAIBOT||
2407071170932|Success SMS||5||AUNJAIBOT||
2407093471389|Unsuccess|System Conect|3||AUNJAIBOT||
2407231093996|Unsuccess|System Conect|3||AUNJAIBOT||
2407093471605|Unsuccess|System Conect|3||AUNJAIBOT||
2407071170925|Unsuccess|System Conect|1||AUNJAIBOT||
2407093470725|Unsuccess|System Conect|4||AUNJAIBOT||
2407081157733|Unsuccess|System Conect|4||AUNJAIBOT||
2407071174454|Success SMS||5||AUNJAIBOT||
2407071170197|Success SMS||5||AUNJAIBOT||
2407071171543|Success SMS||5||AUNJAIBOT||
2407071174536|Success SMS||5||AUNJAIBOT||
2407071173932|Success SMS||5||AUNJAIBOT||
2407071170878|Unsuccess|System Conect|1||AUNJAIBOT||
2407071173613|Unsuccess|System Conect|4||AUNJAIBOT||
2407071170722|Unsuccess|System Conect|3||AUNJAIBOT||
2407071172296|Unsuccess|System Conect|2||AUNJAIBOT||
2407071170240|Unsuccess|System Conect|3||AUNJAIBOT||
2407071172570|Success SMS||5||AUNJAIBOT||
2407071171013|Success SMS||5||AUNJAIBOT||
2407081155710|Success SMS||5||AUNJAIBOT||
2407081157832|Success SMS||5||AUNJAIBOT||
2407093472862|Success SMS||5||AUNJAIBOT||
2407081159844|Success SMS||5||AUNJAIBOT||
2407081164172|Success SMS||5||AUNJAIBOT||
2407081161165|Success SMS||5||AUNJAIBOT||
2407231092401|Unsuccess|System Conect|4||AUNJAIBOT||
2407231093513|Unsuccess|System Conect|4||AUNJAIBOT||
2407071174696|Unsuccess|System Conect|4||AUNJAIBOT||
2407093473642|Unsuccess|System Conect|4||AUNJAIBOT||
2407081159897|Success SMS||5||AUNJAIBOT||
2407093472961|Success SMS||5||AUNJAIBOT||
2407081160620|Unsuccess|System Conect|1||AUNJAIBOT||
2407093470116|Unsuccess|System Conect|4||AUNJAIBOT||
2407093471030|Success SMS||5||AUNJAIBOT||
2407081158453|Success SMS||5||AUNJAIBOT||
2407071168233|Success SMS||5||AUNJAIBOT||
2407081158259|Unsuccess|System Conect|4||AUNJAIBOT||
2407071168953|Unsuccess|System Conect|4||AUNJAIBOT||
2407071170770|Success SMS||5||AUNJAIBOT||
2407081161519|Success SMS||5||AUNJAIBOT||
2407071171640|Success SMS||5||AUNJAIBOT||
2407071173068|Success SMS||5||AUNJAIBOT||
2407231092454|Success SMS||5||AUNJAIBOT||
2407093471627|Success SMS||5||AUNJAIBOT||
2407093472194|Unsuccess|System Conect|3||AUNJAIBOT||
2407071184265|Success SMS||5||AUNJAIBOT||
2407081159998|Success SMS||5||AUNJAIBOT||
2407081164375|Success SMS||5||AUNJAIBOT||
2407231091711|Unsuccess|System Conect|4||AUNJAIBOT||
2407081163860|Unsuccess|System Conect|4||AUNJAIBOT||
2407093473673|Success SMS||5||AUNJAIBOT||
2407081161345|Success SMS||5||AUNJAIBOT||
2407093471316|Success SMS||5||AUNJAIBOT||
2407093471253|Unsuccess|System Conect|4||AUNJAIBOT||
2407081161832|Success SMS||5||AUNJAIBOT||
2407093471181|Success SMS||5||AUNJAIBOT||
2407093471938|Success SMS||5||AUNJAIBOT||
2407071174741|Success SMS||5||AUNJAIBOT||
2407081163807|Success SMS||5||AUNJAIBOT||
2407093472036|Success SMS||5||AUNJAIBOT||
2407081159380|Success SMS||5||AUNJAIBOT||
2407081159783|Success SMS||5||AUNJAIBOT||
2407093473086|Success SMS||5||AUNJAIBOT||
2407071174714|Success SMS||5||AUNJAIBOT||
2407093470690|Unsuccess|System Conect|4||AUNJAIBOT||
